ID,Measure,Measure_type,Ethnicity,Ethnicity_type,Time,Time_Type,Region,Value,confidence_interval,Numerator,denominator,samp_size
10589_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2013,year,East Midlands,6.8,0.7,142000,2096700,10839
10604_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2013,year,East of England,5.6,0.6,160000,2840500,14489
10619_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2013,year,London,6.1,0.6,174700,2883900,14058
10634_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2013,year,North East,9.8,0.7,118300,1203900,15944
10649_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2013,year,North West,7.5,0.5,239700,3179600,28195
10664_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2013,year,Scotland,7.5,0.4,197300,2623500,34152
10679_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2013,year,South East,5.3,0.4,221700,4198600,26721
10694_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2013,year,South West,5.4,0.5,141600,2601200,19445
10709_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2013,year,Wales,7.7,0.5,109900,1435100,29244
10724_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2013,year,West Midlands,6.9,0.6,163600,2358900,16970
10739_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2013,year,Yorkshire and The Humber,8.2,0.6,199000,2415200,18834
10754_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2013,year,All,6.7,0.2,1746000,25887000,217780
10768_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2013,year,East Midlands,6.7,0.8,134000,1988300,10345
10783_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2013,year,East of England,5.6,0.6,147800,2657900,13590
10798_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2013,year,London,6.3,0.7,134900,2131100,10788
10813_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2013,year,North East,9.9,0.7,116900,1179400,15691
10828_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2013,year,North West,7.5,0.5,230700,3066800,27321
10843_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2013,year,Scotland,7.6,0.5,187300,2480400,32978
10858_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2013,year,South East,5.3,0.4,206500,3915300,25023
10873_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2013,year,South West,5.4,0.5,135200,2487600,18744
10888_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2013,year,Wales,7.7,0.5,107500,1397200,28666
10903_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2013,year,West Midlands,6.9,0.6,155000,2262100,16373
10918_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2013,year,Yorkshire and The Humber,8.2,0.6,190000,2320800,18261
10932_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2013,year,All,6.2,0.7,121700,1949900,11111
10938_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2013,year,East Midlands,7.4,3.7,8000,108500,494
10946_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2013,year,East of England,6.7,2.6,12200,182700,899
10960_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2013,year,London,5.3,1.2,39700,752700,3270
10964_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2013,year,North East,5.4,4.4,1300,24400,253
10971_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2013,year,North West,7.9,2.8,9000,112800,874
10980_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2013,year,Scotland,7,2.3,10000,143100,1174
10990_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2013,year,South East,5.4,1.7,15200,283200,1698
10998_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2013,year,South West,5.6,2.7,6400,113600,701
11005_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2013,year,Wales,6.4,3.1,2400,37800,578
11012_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2013,year,West Midlands,8.8,3.6,8500,96800,597
11018_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2013,year,Yorkshire and The Humber,9.5,3.8,9000,94300,573
11033_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2014,year,All,6.2,0.1,1971400,31639500,250300
11048_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2014,year,East Midlands,5.6,0.4,130900,2340100,12310
11063_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2014,year,East of England,5.2,0.3,160500,3082700,15703
11078_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2014,year,London,7,0.3,317800,4561000,21913
11093_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2014,year,North East,8.5,0.4,108000,1266000,16913
11108_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2014,year,North West,7.1,0.3,244100,3449200,30485
11123_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2014,year,Scotland,6.2,0.3,169800,2728600,34007
11138_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2014,year,South East,4.8,0.2,218200,4577300,29849
11153_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2014,year,South West,5.1,0.3,139600,2756600,20524
11168_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2014,year,Wales,6.8,0.3,100100,1480600,29322
11183_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2014,year,West Midlands,6.8,0.4,186600,2757600,19343
11198_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2014,year,Yorkshire and The Humber,7.4,0.4,195900,2639900,19931
11213_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2014,year,All,8.9,0.8,178700,2005800,13146
11221_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2014,year,East Midlands,9.1,2.9,11800,129600,941
11229_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2014,year,East of England,6.4,2.6,8400,131600,850
11244_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2014,year,London,7.8,1.4,57300,730800,3602
11250_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2014,year,North East,8.8,4.3,2700,30300,408
11263_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2014,year,North West,10.8,2.3,20200,187600,1777
11269_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2014,year,Scotland,8.6,4.2,5200,60500,425
11282_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2014,year,South East,6.6,1.8,14500,221200,1757
11288_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2014,year,South West,12,5.2,7500,62300,380
11294_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2014,year,Wales,5,3.7,1200,23600,339
11306_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2014,year,West Midlands,10.2,2.3,28700,280700,1723
11315_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2014,year,Yorkshire and The Humber,14.4,3.5,21200,147700,944
11330_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2014,year,All,7.5,1.5,36400,485400,3022
11333_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2014,year,East Midlands,10.7,8.4,2200,20600,130
11335_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2014,year,East of England,5.4,4.8,2300,43600,216
11344_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2014,year,London,6.6,2.5,12500,190700,970
11347_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2014,year,North East,3.9,5.2,400,9300,131
11349_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2014,year,North West,7.7,5.2,2400,31800,248
11352_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2014,year,Scotland,12.3,8.7,2300,18900,136
11356_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2014,year,South East,5.7,3.2,4700,81700,521
11360_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2014,year,South West,14.2,8.1,3700,26100,180
11362_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2014,year,Wales,5.7,6.1,500,9200,141
11364_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2014,year,West Midlands,10.5,6.8,3200,30600,197
11366_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2014,year,Yorkshire and The Humber,9.2,7.2,2100,23000,152
11379_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2014,year,All,14.6,1.5,129100,886200,5000
11383_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2014,year,East Midlands,10.8,5.8,4200,38600,276
11388_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2014,year,East of England,11.1,4.9,7000,63500,398
11403_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2014,year,London,14.8,2.3,73000,492900,2349
11408_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2014,year,North West,14,5.5,7800,56100,385
11414_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2014,year,South East,12.1,4.7,7300,60000,466
11418_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2014,year,South West,16.4,8.8,4700,28500,169
11419_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2014,year,Wales,20.1,12,1900,9500,106
11422_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2014,year,West Midlands,18.7,5.5,14900,79500,485
11426_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2014,year,Yorkshire and The Humber,13.8,7.7,5300,38200,192
11440_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2014,year,All,6,1,50800,848900,5327
11447_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2014,year,East Midlands,6.8,3.1,5900,86700,636
11451_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2014,year,East of England,5,4,2700,54000,285
11464_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2014,year,London,6.2,1.9,20500,329800,1564
11467_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2014,year,North East,14.4,10.1,1400,9700,116
11471_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2014,year,North West,5.7,3.2,3100,55000,500
11474_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2014,year,Scotland,4,5.2,800,20900,136
11479_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2014,year,South East,4.6,2.4,4000,86600,720
11483_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2014,year,South West,4.6,5.4,1200,26200,145
11484_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2014,year,Wales,3,5.1,200,8100,107
11491_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2014,year,West Midlands,6.2,2.5,8400,136700,908
11495_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2014,year,Yorkshire and The Humber,6.7,5.3,2400,35300,210
11508_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2014,year,All,12.5,2.4,41200,330300,1873
11511_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2014,year,East Midlands,9.7,8.8,2100,21400,109
11512_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2014,year,East of England,9.8,7.7,3000,30000,144
11517_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2014,year,London,12.1,4.6,12900,106900,492
11520_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2014,year,North West,18.6,8.4,5700,30400,204
11523_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2014,year,South East,8.3,4.9,4300,51400,300
11526_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2014,year,South West,17,11.4,2700,15900,104
11527_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2014,year,Wales,15.6,10.8,1000,6600,109
11528_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2014,year,West Midlands,5.5,5.8,1500,27000,149
11529_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2014,year,Yorkshire and The Humber,22.7,11.2,6100,26900,133
11542_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2014,year,All,10.3,1.7,47900,464100,3107
11545_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2014,year,East Midlands,10.9,8,1900,17400,145
11546_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2014,year,East of England,13.1,8,3100,23900,170
11555_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2014,year,London,9,2.3,22700,253600,1425
11559_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2014,year,North West,13.5,7,3500,25800,231
11562_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2014,year,Scotland,14.7,9.5,2400,16300,134
